2011 scottish intermediate zone,Total
S02002460 : IZ01,110
S02002461 : IZ02,580
S02002462 : IZ03,60
S02002463 : IZ04,75
S02002464 : IZ05,95
S02002465 : IZ06,50
S02002466 : IZ07,80
S02002467 : IZ08,85
S02002468 : IZ09,85
S02002469 : IZ10,65
S02002470 : IZ11,185
S02002471 : IZ12,375
S02002472 : IZ13,90
S02002473 : IZ14,105
S02002474 : IZ15,105
S02002475 : IZ16,140
S02002476 : IZ17,155
S02002477 : IZ18,135
