Name,Latitude,Longitude,Postcode,IntermediateZone2011Code
Bellsmyre Development Trust,55.95772335,-4.5497118,G82 3DR,S02002470
Renton Community Development Trust,55.96828729,-4.58364555,G82 4LY,S02002474
The Environment Trust (West Dunbartonshire),55.9694913,-4.57636951,G82 3PD,S02002474
The Vale of Leven Trust,55.98554699,-4.57278805,G83 9HL,S02002475
