Name,Longitude,Latitude,postcode,Local authority
Cumbernauld Resilience Group,-3.992534,55.945668,G67 1QR,North Lanarkshire
Support the elderly - Cumbernauld,-3.992534,55.945668,G67 1QR,North Lanarkshire
Covid-19 Community Response | ML2 (Wishaw+) | Support and Action,-3.9001441,55.7803632,ML2 8NT,North Lanarkshire
Northern Corridor Community Volunteers,-4.1020447,55.9050884,G69 9LW,North Lanarkshire
