Name,Longitude,Latitude,postcode,Local authority
Coronavirus- Looking after our neighbours in Bishopton,-4.504519999999999,55.90862199999999,PA7 5JD,Renfrewshire
Bishopton Community COVID Volunteers,-4.504519999999999,55.90862199999999,PA7 5JD,Renfrewshire
Renfrewshire's Covid19 Information Page,-4.5331259,55.846654,PA5 8UJ,Renfrewshire
Elderslie Cares,-4.480095,55.837537,PA5 9AS,Renfrewshire
Lochwinnoch Food Commitee,-4.6302458,55.7958077,PA12 4DE,Renfrewshire
Lochwinnoch Cares,-4.6302458,55.7958077,PA12 4DE,Renfrewshire
Renfrewshire’s Covid19 Information Page,-4.440113999999999,55.847258,PA1 2LZ,Renfrewshire
Bridge of weir coronavirus community assistance group,-4.577723,55.856554,PA11 3NP,Renfrewshire
