Name,Latitude,Longitude,Postcode,IntermediateZone2011Code
Bishopton Community Development Trust,55.90909499,-4.49812879,PA7 5BH,S02002286
Community Action for Erskine,55.9079592,-4.46261348,PA8 6EA,S02002285
Ferguslie Park Housing Association Limited,55.850019,-4.45337003,PA3 1NT,S02002263
Linwood Community Development Trust,55.85253845,-4.49256353,PA3 3RX,S02002287
Lochwinnoch Community Development Trust,55.79733267,-4.63353061,PA12 4DG,S02002254
Renfrew Development Trust,55.87899638,-4.38895667,PA4 8PL,S02002282
