2011 scottish intermediate zone,Total
S02002325 : Central Shetland,235
S02002326 : East and West Mainland,270
S02002324 : Lerwick North,540
S02002323 : Lerwick South,115
S02002327 : North Mainland,235
S02002328 : North and East Isles,275
S02002322 : Shetland South,220
