Name,Longitude,Latitude,postcode,Local authority
Kintyre Community Crisis Group,-5.605373999999999,55.424117,PA28 6AD,Argyll and Bute
Helping Helensburgh Group,-4.7766601,56.0554272,G84 8RU,Argyll and Bute
Peninsula Coronavirus Support and Assistance,-4.844638,56.0253202,G84 0QG,Argyll and Bute
Kintyre Community Resilience Group ,-5.6059906,55.4235968,PA28 6AB,Argyll and Bute
