Name,Latitude,Longitude,Postcode,IntermediateZone2011Code
Alva Development Trust,56.15328446,-3.80900087,FK12 5LJ,S02001396
Clackmannan Development Trust,56.1073187,-3.75113901,FK10 4JA,S02001400
Dollar Community Development Trust,56.16229402,-3.67011059,FK14 7AA,S02001399
Tullibody Community Development Trust,56.13046377,-3.83611995,FK10 2RS,S02001393
