2011 scottish intermediate zone,Total
S02001403 : Alloa North,60
S02001402 : Alloa South and East,250
S02001404 : Alloa West,95
S02001396 : Alva,90
"S02001400 : Clackmannan, Kennet and Forestmill",80
S02001399 : Dollar and Muckhart,180
"S02001397 : Fishcross, Devon Village and Coalsnaughton",55
S02001395 : Menstrie,45
S02001401 : Sauchie,180
S02001398 : Tillicoultry,130
S02001394 : Tullibody North and Glenochil,110
S02001393 : Tullibody South,90
