Name,Latitude,Longitude,Postcode,IntermediateZone2011Code
Fittie Community Development Trust,57.14261533,-2.07168567,AB11 5DR,S02001259
Torry Development Trust,57.14432329,-2.10761438,AB10 1TN,S02001249
