Name,Latitude,Longitude,Postcode,IntermediateZone2011Code
Barr Community SCIO,55.21035679,-4.70930788,KA26 9TT,S02002329
Barrhill Development Trust,55.10370065,-4.77146126,KA26 0PP,S02002329
Pinwherry and Pinmore Community Development SCIO,55.14425649,-4.83071305,KA26 0RN,S02002329
The Ballantrae Trust,55.102007,-5.00790716,KA26 0NQ,S02002329
The Girvan Town Team,55.24313993,-4.85821059,KA26 9AG,S02002331
