IZ2011_Code,Community,Mean SIMD Decile,Number of businesses,Total population,geometry,Number of charities,Female life expectancy,Male life expectancy,Local charities per 1000 people,Businesses per 1000 people,Number of community spaces,Community spaces per 1000 people
S02001534,Wallyford/Whitecraig,4,145,7137,"POLYGON ((337621.12260000035 672898.7510000002, 337653.0685999999 672740.6760000009, 337655.14360000007 672733.2080000006, 337625.68659999967 672726.9839999992, 337408.99959999975 672679, 337325.53560000006 672662.4299999997, 337274.8395999996 672652.3650000002, 337136.99959999975 672625, 337134.99959999975 672610.9989999998, 337128.99959999975 672598, 337108.0005999999 672586, 337088.99959999975 672588, 337076.0005999999 672579.0010000002, 337047.99959999975 672539, 337069.99959999975 672520.9989999998, 337136.0016000001 672419, 337212.99959999975 672306, 337270.99959999975 672190, 337272.6925999997 672183.7200000007, 337275.35259999987 672175.7369999997, 337273.02660000045 672170.75, 337267.37459999975 672169.4199999999, 337269.03560000006 672163.7660000008, 337520.99959999975 672000, 338177.99959999975 671372, 338016.99959999975 671160, 337798.99959999975 671006, 337725.93259999994 671063.3289999999, 337693.44460000005 671029.9220000003, 337567.3706 670905.8460000008, 337730.2966 670682.898, 337751.6326000001 670671.2650000006, 338061.99959999975 670720.9989999998, 338295.99959999975 670728, 337960.99959999975 670196, 338266.99959999975 670163.9989999998, 338234.99959999975 670000, 338182.99959999975 669850, 338288.6350999996 669300.3888000008, 338286.9014999997 669298.8550000004, 338283.9000000004 669296.1999999993, 338273.0999999996 669290.5999999996, 338248.7368999999 669279.2304999996, 338210.0999999996 669261.1999999993, 338093 669208.9000000004, 337767.2884999998 669059.1293000001, 337702.3881000001 669029.2863999996, 337419.3805999998 668899.1520000007, 337382.7056999998 668882.2879000008, 337378.5999999996 668880.4000000004, 337359.9475999996 668849.5898000002, 337353.9000000004 668839.5999999996, 337350.4621000001 668835.9609999992, 337342.86840000004 668827.9232999999, 337336.7999999998 668821.5, 337327.1431 668816.6223000009, 337317.2000000002 668811.5999999996, 337285.7890999997 668787.3192999996, 337284.5999999996 668786.4000000004, 337280.3399 668785.5030000005, 337267.5 668782.8000000007, 337261.5 668779.8000000007, 337198.5999999996 668736.6999999993, 337191 668727.9000000004, 337190.7999999998 668724.6999999993, 337187.0999999996 668720.5, 337180.5729 668703.7854999993, 337176.4000000004 668693.0999999996, 337167.2999999998 668677.5999999996, 337149.9605999999 668655.8334999997, 337140.07710000034 668643.4265000001, 337134.4000000004 668636.3000000007, 337129.5758999996 668632.1204000004, 337111.2000000002 668616.1999999993, 337112.55819999985 668604.9634000007, 337114.5 668588.9000000004, 337111 668554.5, 337105.86039999966 668543.4593000002, 337105.5999999996 668542.9000000004, 337085.2000000002 668531.3000000007, 337066.87540000025 668464.0013999995, 337062.5999999996 668448.3000000007, 337000.0999999996 668188.1999999993, 336999.3224999998 668185.5004999992, 336991.2000000002 668157.3000000007, 336990.9000000004 668149.9000000004, 336987.0999999996 668141.5, 336984.4000000004 668125.3000000007, 336974.50710000005 668086.7654999997, 336972 668077, 336969.22190000024 668079.1243999992, 336966.9000000004 668080.9000000004, 336959 668074.4000000004, 336870.4000000004 668041.1999999993, 336859.3471999997 668038.4199000001, 336856.40890000015 668037.6808000002, 336854.0999999996 668037.0999999996, 336807.4654000001 668044.1293000001, 336792.4000000004 668046.4000000004, 336654.4494000003 668062.4788000006, 336561.3284999998 668073.3322999999, 336555.5999999996 668074, 336550.6989000002 668074.4048999995, 336462.4000000004 668081.6999999993, 336461.3585999999 668083.7379999999, 336453.81740000006 668098.4982999992, 336443.7000000002 668118.3000000007, 336432.5999999996 668136.4000000004, 336291 668222.9000000004, 336265 668237.0999999996, 336134.7999999998 668297.5999999996, 336075.4000000004 668323.4000000004, 336041.4000000004 668341.1999999993, 336022.39609999955 668354.7485000007, 335921.2633999996 668426.8494000006, 335916.7796 668430.0460000001, 335709.7363999998 668577.6543000005, 335692.7000000002 668589.8000000007, 335669.7000000002 668608.3000000007, 335637.93539999984 668637.6879999992, 335431.7999999998 668828.4000000004, 335429.0999999996 668850.8000000007, 335426.27660000045 668851.9758000001, 335425.7651000004 668852.1888999995, 335384.5510999998 668869.3528000005, 335233.5279000001 668932.2475000005, 335108.7840999998 668984.1978999991, 335083.4715999998 668994.7394999992, 335070.5999999996 669000.0999999996, 335015.2494999999 669021.9234999996, 334990.2000000002 669031.8000000007, 334911.75069999974 669045.3848000001, 334692.7999999998 669083.3000000007, 334690.8585999999 669073.6970000006, 334688.1383999996 669060.2410000004, 334687.2000000002 669055.5999999996, 334640.9071000004 669064.2204999998, 334633.5 669065.5999999996, 334425.2000000002 669083.5999999996, 334249.4000000004 669101.4000000004, 334216.7000000002 669114.3000000007, 334187 669129.1999999993, 334177.8729999997 669135.8234999999, 334169.5 669141.9000000004, 334142.7000000002 669166, 334137.9000000004 669175.9000000004, 334137.9000000004 669185.7032999992, 334137.9000000004 669185.9000000004, 334137.5926000001 669186.8707999997, 334133.5 669199.8000000007, 334125.7999999998 669213.3000000007, 334116.9071000004 669223.8550000004, 334115.0999999996 669226, 334107.5 669236.6999999993, 334020.9045000002 669359.4513000008, 333987.65110000037 669406.5889999997, 333971.7000000002 669429.1999999993, 333934.7000000002 669488.1999999993, 333902.6924999999 669542.5033999998, 333887.9000000004 669567.5999999996, 333872.8618999999 669590.2255000006, 333843.9000000004 669633.8000000007, 333791.9506000001 669698.4199000001, 333778.2999999998 669715.4000000004, 333742.7999999998 669751.9000000004, 333727.7720999997 669764.8550000004, 333708 669781.9000000004, 333687.7105999999 669796.6634999998, 333659.9000000004 669816.9000000004, 333629.8136999998 669841.6138000004, 333606.7000000002 669860.5999999996, 333487.0230999999 669932.3465, 333445.9000000004 669957, 333410.31400000025 669980.1899999995, 333365.95299999975 670009.0985000003, 333283.7000000002 670062.6999999993, 333267.7999999998 670072.5999999996, 333259.63769999985 670077.6600000001, 333148.6564999996 670146.4613000005, 333144.4000000004 670149.0999999996, 333058.7000000002 670056.8000000007, 333028.9000000004 670085.6999999993, 333012.7999999998 670101.1999999993, 333012.57660000026 670101.1013999991, 332982.9000000004 670088, 332978.1989000002 670086.7179000005, 332967.49789999984 670083.7993999999, 332942.2000000002 670076.9000000004, 332891.4000000004 670070.6999999993, 332873.8735999996 670070.9394000005, 332858.5044999998 670071.1493999995, 332854.7999999998 670071.1999999993, 332833.4000000004 670074.1999999993, 332819.89859999996 670077.4092999995, 332809 670080, 332759.5999999996 670096.5999999996, 332741.6534000002 670108.1425000001, 332735.5 670112.0999999996, 332709.5999999996 670132.8000000007, 332675.6401000004 670189.0094000008, 332651.5999999996 670228.8000000007, 332655.8794 670310.0177999996, 332657.06489999965 670332.5179999992, 332666.0999999996 670504, 332586.7254999997 670795.1054999996, 332585.5 670799.5999999996, 332539.7461000001 670844.2577999998, 332473.08550000004 670909.3213999998, 332439.4000000004 670942.1999999993, 332356.8700000001 671129.1344000008, 332353 671137.9000000004, 332348.9000000004 671175.5, 332348.76489999983 671176.7445, 332335.2000000002 671301.6999999993, 332333.0999999996 671307.5999999996, 332331.21839999966 671309.2838000003, 332327.4000000004 671312.6999999993, 332326.5999999996 671317.9000000004, 332323.9000000004 671320, 332238.7999999998 671318.1999999993, 332208.07660000026 671315.4690000005, 332203.5078999996 671315.0628999993, 332202.7999999998 671315, 332198.9530999996 671319.7739000004, 332116.17310000025 671422.5059999991, 332107.11840000004 671433.7433000002, 332085.7999999998 671460.1999999993, 332054.2000000002 671500, 332048.82940000016 671504.6878999993, 332042.4000000004 671510.3000000007, 332044.39609999955 671511.1967999991, 332081.7999999998 671528, 332590 671731, 332649.7999999998 671751.5999999996, 332583.7466000002 671901.3652999997, 332596.82859999966 671907.7640000004, 332675.0005999999 671946, 332698.70859999955 671929.4240000006, 332768.81159999967 671880.4130000006, 332865.25659999996 671812.9849999994, 332910.8355999999 671781.1190000009, 332923.9645999996 671771.9399999995, 333004.42760000005 671715.6860000007, 333007.5845999997 671713.4790000003, 333136.99959999975 671623, 333226.99959999975 671558.9989999998, 333300.99959999975 671507, 333321.3225999996 671492.5820000004, 333448.99959999975 671402, 333502.19959999993 671367.8509999998, 333596.99959999975 671307, 333718.99959999975 671252, 333773.99959999975 671227, 333801.5105999997 671218.966, 333956.45859999955 671173.716, 333999.99959999975 671161, 334062.93659999967 671156.625, 334143.61259999964 671151.0160000008, 334186.99959999975 671148, 334238.4935999997 671154.1789999995, 334235.54360000044 671176.557, 334227.4966000002 671181.3379999995, 334215.4296000004 671188.1889999993, 334196.13659999985 671200.2139999997, 334172.9006000003 671212.8369999994, 334152.54760000017 671222.7359999996, 334136.92059999984 671229.8039999995, 334115.46360000037 671235.4629999995, 334098.45660000015 671240.7219999991, 334083.1015999997 671245.8709999993, 334069.7226 671250.2090000007, 334057.80260000005 671254.8829999994, 334000.35360000003 671283.0580000002, 333981.0895999996 671292.1380000003, 333962.2026000004 671300.5779999997, 333942.6065999996 671308.5120000001, 333925.33860000037 671312.5940000005, 333909.28259999957 671316.6679999996, 333892.72360000014 671321.5120000001, 333879.7806000002 671323.9680000003, 333849.9315999998 671334.8489999995, 333826.42059999984 671344.2310000006, 333884.99959999975 671425, 333952.99959999975 671372, 333977.0005999999 671374, 333987.99959999975 671394, 333930.99959999975 671441, 333910.99959999975 671422, 333891.99959999975 671434, 333921.99959999975 671503, 333895.99959999975 671568, 333865.99959999975 671620, 333902.99959999975 671657, 333999.99959999975 671700, 334164.99959999975 671766, 334266.99959999975 671799, 334190.2485999996 671978.3839999996, 334196.8005999997 671976.8509999998, 334206.72360000014 671978.091, 334219.7466000002 671982.4309999999, 334243.93259999994 671990.4890000001, 334245.48259999976 671993.5889999997, 334259.1255999999 671996.9979999997, 334283.0016000001 672000.4079999998, 334303.77660000045 672003.5069999993, 334316.4896 672003.5069999993, 334318.0395999998 671999.4780000001, 334319.59059999976 671983.9800000004, 334317.7296000002 671982.1209999993, 334318.34860000014 671974.3719999995, 334320.5206000004 671956.7050000001, 334344.3965999996 671960.4240000006, 334355.5586000001 671961.3540000003, 334370.75260000024 671964.1439999994, 334384.7056 671966.3129999992, 334390.2876000004 671967.5529999994, 334396.79860000033 671971.2719999999, 334400.51960000023 671976.8509999998, 334403.6206 671983.6699999999, 334406.41060000006 671989.25, 334420.0826000003 671988.1160000004, 334413.30260000005 671969.5830000006, 334393.35259999987 671909.7589999996, 334386.56960000005 671884.2339999992, 334394.99959999975 671864, 334520.99959999975 671863, 334654.99959999975 671806, 334694.99959999975 671875, 334701.7576000001 671885.5539999995, 334708.38159999996 671896.0789999999, 334716.1755999997 671890.2320000008, 334727.47559999954 671903.0960000008, 334747.7385999998 671888.6730000004, 334795.6695999997 671818.8929999992, 334807.7485999996 671832.5370000005, 334897.3755999999 671784.1980000008, 334945.99959999975 671751, 334939.99959999975 671743, 334911.1096000001 671701.3450000007, 334905.15759999957 671689.6209999993, 334886.3276000004 671665.5759999994, 334873.5806 671640.9509999994, 334870.1046000002 671642.4000000004, 334865.7586000003 671631.6809999999, 334861.1235999996 671626.466, 334846.6386000002 671605.6079999991, 334848.3766000001 671604.4489999991, 334828.3876 671578.9560000002, 334814.7796 671553.9629999995, 334812.74459999986 671554.8359999992, 334810.58860000037 671550.5240000002, 334809.5105999997 671546.9299999997, 334809.15160000045 671540.7320000008, 334808.88159999996 671533.3660000004, 334806.9966000002 671529.4140000008, 334804.0246000001 671522.5510000009, 334776.9645999996 671466.7679999992, 334736.31460000016 671387.3269999996, 334727.3345999997 671365.102, 334748.60360000003 671364.6290000007, 334800.1255999999 671331.5280000009, 334806.02359999996 671326.8599999994, 334824.1475999998 671319.5480000004, 334831.68560000043 671314.4330000002, 334870.4545999998 671289.9330000002, 334892.53160000034 671275.9330000002, 334895.22360000014 671274.5869999994, 334928.6085999999 671310.6640000008, 334952.0306000002 671342.1640000008, 334970.33860000037 671371.7789999992, 334973.0306000002 671366.6630000006, 335000.4916000003 671310.3949999996, 335024.45359999966 671263.818, 335033.71559999976 671242.2060000002, 335067.9835999999 671282.9240000006, 335070.99959999975 671287, 335033.9985999996 671447, 335010.0036000004 671526.7520000003, 335000.0005999999 671560, 334961.99959999975 671685, 334980.99959999975 671697, 334992.2945999997 671698.0810000002, 335031.26960000023 671718.6999999993, 335051.5055999998 671743.0690000001, 335150.8156000003 671662.091, 335174.3956000004 671709.2640000004, 335198.08160000015 671759.2860000003, 335232.4645999996 671837.9480000008, 335238.99959999975 671867, 335298.99959999975 671833, 335353.99959999975 671814, 335406.99959999975 671759, 335442.99959999975 671816, 335421.99959999975 671930.9989999998, 335429.99959999975 671938, 335440.5256000003 671937.7760000005, 335571.8395999996 671983.5669999998, 335609.8515999997 672051.8230000008, 335709.4556 672103.375, 335599.60759999976 672161.4470000006, 335599.7626 672201.625, 335593.8426000001 672220.9360000007, 335562.6046000002 672321.3059999999, 335680.3005999997 672363.125, 335688.1355999997 672303.7970000003, 335795.5855999999 672274.6940000001, 335798.9435999999 672297.0810000002, 335722.8326000003 672439.2430000007, 335819.09059999976 672563.4949999992, 335839.7505999999 672588.2870000005, 335965.99959999975 672508, 335949.99959999975 672466, 335957.99959999975 672456, 335999.99959999975 672383, 336013.99959999975 672363, 336080.99959999975 672300.0010000002, 336097.05960000027 672291.0779999997, 336131.99959999975 672269.0010000002, 336137.99959999975 672266, 336139.99959999975 672271.9989999998, 336147.15859999973 672276.068, 336140.1116000004 672282.2019999996, 336141.4765999997 672287.4279999994, 336134.2026000004 672294.6980000008, 336148.5225999998 672315.8269999996, 336156.7056 672321.0529999994, 336168.29860000033 672314.2369999997, 336177.16559999995 672332.6300000008, 336182.99959999975 672337, 336197.99959999975 672331.0010000002, 336199.99959999975 672336, 336203.99959999975 672333.9989999998, 336226.99959999975 672343, 336221.99959999975 672323, 336230.99959999975 672319, 336246.99959999975 672332, 336255.99959999975 672332, 336268.99959999975 672351, 336240.99959999975 672364.9989999998, 336251.99959999975 672409, 336278.99959999975 672405, 336333.0005999999 672419, 336333.99959999975 672455.0010000002, 336343.99959999975 672455.0010000002, 336365.99959999975 672475, 336399.99959999975 672438, 336397.42360000033 672421.682, 336368.9545999998 672405.6569999997, 336403.9726 672357.2410000004, 336427.99959999975 672373, 336507.99959999975 672426, 336656.99959999975 672527, 336635.99959999975 672561, 336578.99959999975 672521, 336551.99959999975 672512, 336516.99959999975 672513, 336512.99959999975 672546, 336527.99959999975 672544, 336550.0005999999 672548.0010000002, 336567.99959999975 672559, 336587.99959999975 672590, 336594.99959999975 672598, 336624.99959999975 672641.0010000002, 336639.99959999975 672666, 336653.99959999975 672691, 336677.99959999975 672719, 336700.99959999975 672703.0010000002, 336730.99959999975 672698, 336758.99959999975 672700, 336706.9126000004 672639.75, 336701.0555999996 672631.3310000002, 336749.3716000002 672599.8489999995, 336756.99959999975 672595, 336800.9985999996 672600, 336848.99959999975 672602, 336879.99959999975 672606, 336920.99959999975 672609, 336956.99959999975 672611, 336996.99959999975 672607, 337031.99959999975 672602, 337066.99959999975 672606, 337073.99959999975 672620, 337083.99959999975 672632, 337102.99959999975 672645, 337124.99959999975 672648, 337252.99959999975 672839, 337337.99959999975 672754, 337613.57660000026 672910.5629999992, 337621.12260000035 672898.7510000002))",6,79,78,0.84,20.0,3,0.42
S02001535,Musselburgh South,6,135,4500,"POLYGON ((334256.99959999975 672506, 334269.9286000002 672484.7599999998, 334278.5206000004 672469.591, 334325.6796000004 672386.3340000007, 334345.99959999975 672353, 334363.99959999975 672357, 334367.5876000002 672353.3080000002, 334396.0016000001 672364.9930000007, 334396.99959999975 672362.0010000002, 334414.99959999975 672368, 334415.99959999975 672373, 334409.99959999975 672387, 334459.99959999975 672404, 334464.99959999975 672390, 334476.99959999975 672390, 334477.99959999975 672386, 334489.99959999975 672391, 334496.99959999975 672373, 334508.21360000037 672375.9250000007, 334519.99959999975 672379, 334521.99959999975 672333, 334530.5996000003 672289.0429999996, 334561.2265999997 672296.3550000004, 334564.40160000045 672284.4480000008, 334565.1956000002 672278.8920000009, 334570.3546000002 672241.1879999992, 334582.65660000034 672230.4729999993, 334653.99959999975 672242, 334646.99959999975 672260, 334646.71559999976 672294.3809999991, 334664.69460000005 672298.3729999997, 334668.99959999975 672282, 334677.0306000002 672276.5380000006, 334682.68460000027 672278.5930000003, 334686.79559999984 672272.4279999994, 334886.10360000003 672327.6270000003, 334891.99959999975 672268, 334963.99959999975 672274, 334980.99959999975 672274, 334996.4605999999 672275.5460000001, 334996.4475999996 672260.3019999992, 334996.0076000001 672242.1359999999, 334995.1286000004 672210.784, 334994.31259999983 672203.1370000001, 334996.4475999996 672201.9940000009, 335009.7796 672191.3000000007, 335022.9645999996 672188.6630000006, 335045.99959999975 672188, 335061.9336000001 672186.6119999997, 335088.3046000004 672186.0260000005, 335102.51460000034 672185, 335105.88460000046 672184.5610000007, 335111.99959999975 672184, 335119.99959999975 672183, 335138.99959999975 672172, 335137.99959999975 672155, 335138.99959999975 672138, 335134.99959999975 672065, 335142.99959999975 672054.9989999998, 335153.99959999975 672048, 335192.99959999975 672045, 335110.99959999975 672000, 335000.0005999999 671939, 334979.8735999996 671930.1899999995, 335026.9315999998 671899.4260000009, 335032.8876 671894.3479999993, 335065.89859999996 671866.2050000001, 335053.1216000002 671842.9920000006, 335055.6135999998 671836.2719999999, 335009.38460000046 671788.0940000005, 335027.57459999993 671774.4600000009, 335056.1326000001 671747.7170000002, 335067.64159999974 671762.5930000003, 335079.1506000003 671753.7379999999, 335091.72360000014 671770.5620000008, 335118.28359999973 671751.4350000005, 335145.3766000001 671731.9560000002, 335174.3956000004 671709.2640000004, 335150.8156000003 671662.091, 335051.5055999998 671743.0690000001, 335031.26960000023 671718.6999999993, 334992.2945999997 671698.0810000002, 334980.99959999975 671697, 334961.99959999975 671685, 335000.0005999999 671560, 335010.0036000004 671526.7520000003, 335033.9985999996 671447, 335070.99959999975 671287, 335067.9835999999 671282.9240000006, 335033.71559999976 671242.2060000002, 335024.45359999966 671263.818, 335000.4916000003 671310.3949999996, 334973.0306000002 671366.6630000006, 334970.33860000037 671371.7789999992, 334952.0306000002 671342.1640000008, 334928.6085999999 671310.6640000008, 334895.22360000014 671274.5869999994, 334892.53160000034 671275.9330000002, 334870.4545999998 671289.9330000002, 334831.68560000043 671314.4330000002, 334824.1475999998 671319.5480000004, 334806.02359999996 671326.8599999994, 334800.1255999999 671331.5280000009, 334748.60360000003 671364.6290000007, 334727.3345999997 671365.102, 334736.31460000016 671387.3269999996, 334776.9645999996 671466.7679999992, 334804.0246000001 671522.5510000009, 334806.9966000002 671529.4140000008, 334808.88159999996 671533.3660000004, 334809.15160000045 671540.7320000008, 334809.5105999997 671546.9299999997, 334810.58860000037 671550.5240000002, 334812.74459999986 671554.8359999992, 334814.7796 671553.9629999995, 334828.3876 671578.9560000002, 334848.3766000001 671604.4489999991, 334846.6386000002 671605.6079999991, 334861.1235999996 671626.466, 334865.7586000003 671631.6809999999, 334870.1046000002 671642.4000000004, 334873.5806 671640.9509999994, 334886.3276000004 671665.5759999994, 334905.15759999957 671689.6209999993, 334911.1096000001 671701.3450000007, 334939.99959999975 671743, 334945.99959999975 671751, 334897.3755999999 671784.1980000008, 334807.7485999996 671832.5370000005, 334795.6695999997 671818.8929999992, 334747.7385999998 671888.6730000004, 334727.47559999954 671903.0960000008, 334716.1755999997 671890.2320000008, 334708.38159999996 671896.0789999999, 334701.7576000001 671885.5539999995, 334694.99959999975 671875, 334654.99959999975 671806, 334520.99959999975 671863, 334394.99959999975 671864, 334386.56960000005 671884.2339999992, 334393.35259999987 671909.7589999996, 334413.30260000005 671969.5830000006, 334420.0826000003 671988.1160000004, 334406.41060000006 671989.25, 334403.6206 671983.6699999999, 334400.51960000023 671976.8509999998, 334396.79860000033 671971.2719999999, 334390.2876000004 671967.5529999994, 334384.7056 671966.3129999992, 334370.75260000024 671964.1439999994, 334355.5586000001 671961.3540000003, 334344.3965999996 671960.4240000006, 334320.5206000004 671956.7050000001, 334318.34860000014 671974.3719999995, 334317.7296000002 671982.1209999993, 334319.59059999976 671983.9800000004, 334318.0395999998 671999.4780000001, 334316.4896 672003.5069999993, 334303.77660000045 672003.5069999993, 334283.0016000001 672000.4079999998, 334259.1255999999 671996.9979999997, 334245.48259999976 671993.5889999997, 334243.93259999994 671990.4890000001, 334219.7466000002 671982.4309999999, 334206.72360000014 671978.091, 334196.8005999997 671976.8509999998, 334190.2485999996 671978.3839999996, 334266.99959999975 671799, 334164.99959999975 671766, 333999.99959999975 671700, 333902.99959999975 671657, 333865.99959999975 671620, 333895.99959999975 671568, 333921.99959999975 671503, 333891.99959999975 671434, 333910.99959999975 671422, 333930.99959999975 671441, 333987.99959999975 671394, 333977.0005999999 671374, 333952.99959999975 671372, 333884.99959999975 671425, 333826.42059999984 671344.2310000006, 333849.9315999998 671334.8489999995, 333879.7806000002 671323.9680000003, 333892.72360000014 671321.5120000001, 333909.28259999957 671316.6679999996, 333925.33860000037 671312.5940000005, 333942.6065999996 671308.5120000001, 333962.2026000004 671300.5779999997, 333981.0895999996 671292.1380000003, 334000.35360000003 671283.0580000002, 334057.80260000005 671254.8829999994, 334069.7226 671250.2090000007, 334083.1015999997 671245.8709999993, 334098.45660000015 671240.7219999991, 334115.46360000037 671235.4629999995, 334136.92059999984 671229.8039999995, 334152.54760000017 671222.7359999996, 334172.9006000003 671212.8369999994, 334196.13659999985 671200.2139999997, 334215.4296000004 671188.1889999993, 334227.4966000002 671181.3379999995, 334235.54360000044 671176.557, 334238.4935999997 671154.1789999995, 334186.99959999975 671148, 334143.61259999964 671151.0160000008, 334062.93659999967 671156.625, 333999.99959999975 671161, 333956.45859999955 671173.716, 333801.5105999997 671218.966, 333773.99959999975 671227, 333718.99959999975 671252, 333596.99959999975 671307, 333502.19959999993 671367.8509999998, 333448.99959999975 671402, 333321.3225999996 671492.5820000004, 333300.99959999975 671507, 333226.99959999975 671558.9989999998, 333136.99959999975 671623, 333007.5845999997 671713.4790000003, 333004.42760000005 671715.6860000007, 333126.15160000045 671824.7520000003, 333133.24959999975 671833.4879999999, 333131.29559999984 671835.7469999995, 333112.4095999999 671855.2050000001, 333089.81060000043 671879.6459999997, 333035.7226 671928.5920000002, 333019.66860000044 671951.3169999998, 333011.8465999998 671961.9800000004, 333006.8685999997 671979.75, 333003.31259999983 671984.7249999996, 332999.29559999984 672001.8540000003, 333003.6595999999 672009.2719999999, 333004.1336000003 672011.8049999997, 333004.92760000005 672014.4979999997, 333005.4025999997 672016.7149999999, 333006.1956000002 672019.5659999996, 333006.82859999966 672022.4169999994, 333007.9425999997 672025.2689999994, 333008.89360000007 672029.0710000005, 333010.0055999998 672032.5559999999, 333011.11259999964 672038.4140000008, 333013.81060000043 672047.9189999998, 333016.67459999956 672054.8929999992, 333017.7916000001 672056.6380000003, 333019.0675999997 672058.3839999996, 333020.0246000001 672059.6549999993, 333021.7796 672061.5610000007, 333023.2165999999 672063.466, 333027.1695999997 672061.375, 333038.1765999999 672054.125, 333050.6815999998 672043.8739999998, 333072.19159999955 672068.375, 333081.4095999999 672077.5, 333063.35560000036 672108.1980000008, 333072.99959999975 672119, 333095.99959999975 672145.0010000002, 333106.99959999975 672169, 333105.99959999975 672211, 333145.99959999975 672214, 333162.99959999975 672198, 333171.0246000001 672188.8739999998, 333190.3306 672153.7689999994, 333205.71559999976 672172.8039999995, 333206.9916000003 672171.273, 333212.09360000025 672176.375, 333220.3395999996 672188.6500000004, 333238.3666000003 672178.4159999993, 333264.80260000005 672173.6549999993, 333284.28160000034 672171.5289999992, 333323.99959999975 672160, 333345.99959999975 672154, 333351.46160000004 672180.7689999994, 333321.5826000003 672189.2249999996, 333317.4595999997 672176.0309999995, 333291.71160000004 672184.6089999992, 333288.1146 672194.9940000009, 333317.99959999975 672221, 333342.99959999975 672240, 333360.2095999997 672255.3870000001, 333370.3055999996 672262.4839999992, 333363.41860000044 672272.6180000007, 333373.0996000003 672279.2090000007, 333370.4216 672283.1229999997, 333374.74760000035 672286.2129999995, 333392.91060000006 672298.8770000003, 333403.6956000002 672283.0170000009, 333421.8666000003 672295.7520000003, 333446.09360000025 672261.5130000003, 333449.2265999997 672256.9210000001, 333451.94159999955 672252.5360000003, 333491.2076000003 672277.7980000004, 333487.78359999973 672283.4309999999, 333508.65160000045 672297.4979999997, 333534.99959999975 672259, 333512.0005999999 672243, 333483.9985999996 672225, 333505.99959999975 672195, 333516.99959999975 672178.9989999998, 333523.99959999975 672171, 333568.99959999975 672203, 333582.99959999975 672202, 333589.99959999975 672181, 333597.99959999975 672145.0010000002, 333657.99959999975 672077, 333673.99959999975 672078, 333702.99959999975 672076, 333705.99959999975 672081, 333679.99959999975 672109, 333627.99959999975 672161, 333623.99959999975 672174, 333604.0505999997 672235.1339999996, 333592.99959999975 672269.0010000002, 333587.99959999975 672300.0010000002, 333623.99959999975 672318, 333631.99959999975 672290, 333664.99959999975 672274, 333643.99959999975 672231, 333656.99959999975 672189, 333688.99959999975 672141, 333774.99959999975 672320, 333789.99959999975 672344, 333791.99959999975 672339, 333815.99959999975 672390, 333846.99959999975 672383, 333885.5515999999 672378.7149999999, 333894.5215999996 672392.2400000002, 333992.2456 672476.4370000008, 333997.3306 672479.9409999996, 334074.99959999975 672537, 334093.49959999975 672515, 334111.99959999975 672493, 334143.99959999975 672517.0010000002, 334221.99959999975 672572, 334227.0005999999 672566.9989999998, 334223.99959999975 672562, 334256.99959999975 672506))",3,86,78,0.67,30.0,0,0.0
