Name,Longitude,Latitude,postcode,Local authority
Prestonpans Community Resilience,-2.984467,55.95953799999999,EH32 9AX,East Lothian
North Berwick Resilience Group,-2.719646,56.058363,EH39 4HH,East Lothian
Dunbar Covid-19 Mutual Aid Group,-2.516737,56.002087,EH42 1BX,East Lothian
Gullane Dirleton Resilience Team,-2.7781495,56.0459137,EH39 5EF,East Lothian
Pencaitland & District Coronavirus Emergency Helpers,-2.894661,55.9101,EH34 5AA,East Lothian
Haddington Covid-19 Mutual Aid Group,-2.7748641,55.95867399999999,EH41 3QS,East Lothian
Aberlady Helpers,-2.8594439,56.009209,EH32 0DB,East Lothian
Pencaitland & District Coronavirus Emergency Helpers,-2.88152,55.90953,EH34 5HQ,East Lothian
