Name,Longitude,Latitude,postcode,Local authority
Hayston Community,-4.175825400000001,55.9407811,G66 1BS,East Dunbartonshire
Westerton Community Helpers,-4.3348651,55.90479999999999,G61 1HL,East Dunbartonshire
Torrance Community Cares,-4.211627,55.938854,G64 4EX,East Dunbartonshire
