Mean SIMD Decile,Businesses per 1000 people,max,min,Range
1,18.0,18.0,18.0,"[18.0, 18.0]"
2,28.889,65.0,13.0,"[13.0, 65.0]"
3,34.182,93.0,11.0,"[11.0, 93.0]"
4,31.3,92.0,10.0,"[10.0, 92.0]"
5,45.471,162.0,9.0,"[9.0, 162.0]"
6,26.643,55.0,7.0,"[7.0, 55.0]"
7,37.4,65.0,17.0,"[17.0, 65.0]"
8,40.0,98.0,13.0,"[13.0, 98.0]"
9,34.8,60.0,16.0,"[16.0, 60.0]"
