Name,Latitude,Longitude,Postcode,IntermediateZone2011Code
Auchinleck Community Development Initiative,55.47109878,-4.29335837,KA18 2LA,S02001485
Catrine Community Trust,55.5050885,-4.33628773,KA5 6QP,S02001478
Crossroads Community Hub,55.57177011,-4.37882686,KA4 8NQ,S02001486
Dalmellington Parish Development Trust,55.32315555,-4.39626986,KA6 7QU,S02001476
Dunlop & District Community Company,55.7135053,-4.53101587,KA3 4AU,S02001486
Galston Community Development Trust,55.60096023,-4.38222917,KA4 8AL,S02001491
New Cumnock Development Trust,55.39619666,-4.18467691,KA18 4AN,S02001482
Uplawmoor Development Trust,55.75353083,-4.49319059,G78 4BX,S02001486
