2011 scottish intermediate zone,Total
S02002217 : East Kirkwall,120
S02002215 : East Mainland,375
S02002218 : Isles,450
"S02002213 : Stromness, Sandwick and Stenness",225
S02002216 : West Kirkwall,255
S02002214 : West Mainland,315
