Name,Latitude,Longitude,Postcode,IntermediateZone2011Code
Eday Partnership,59.21345383,-2.75653711,KW17 2AB,S02002218
Island of Hoy Development Trust,58.79906753,-3.2002814,KW16 3PG,S02002218
Papay Development Trust,59.34739312,-2.89322046,KW17 2BU,S02002218
"Rousay, Egilsay and Wyre Development Trust Ltd",59.15955975,-2.98463809,KW17 2PR,S02002218
Sanday Development Trust,59.25278299,-2.5790655,KW17 2BN,S02002218
Shapinsay Development Trust,59.04170129,-2.90233554,KW17 2DY,S02002218
Stronsay Development Trust,59.14049939,-2.60137311,KW17 2AR,S02002218
Westray Development Trust,59.32240683,-2.9881327,KW17 2DF,S02002218
