Mean SIMD Decile,Community spaces per 1000 people,max,min,Range
3,0.738,0.88,0.58,"[0.58, 0.88]"
4,0.0,0.0,0.0,"[0.0, 0.0]"
5,0.382,0.92,0.19,"[0.19, 0.92]"
6,0.57,0.92,0.0,"[0.0, 0.92]"
7,0.513,0.79,0.27,"[0.27, 0.79]"
8,0.523,0.57,0.45,"[0.45, 0.57]"
9,0.4,0.8,0.0,"[0.0, 0.8]"
