Name,Longitude,Latitude,postcode,Local authority
Covid- 19 Help and support in Carnoustie,-2.70325,56.502565,DD7 6PA,Angus
Brechin/Edzell Corona Helpers & Requests.,-2.6552889,56.73334200000001,DD9 6AQ,Angus
Birkhill Area Support Group,-3.056179,56.49352099999999,DD2 5PG,Angus
Mutual Aid Arbroath,-2.591543,56.559107,DD11 2BD,Angus
Charleston Village COVID 19 Relief,-3.0063019,56.599797,DD8 1UF,Angus
