Name,Longitude,Latitude,postcode,Local authority
Dundee COVID-19 Mutual Aid Group,-2.970721,56.462018,DD1 2AJ,Dundee City
Dundee Corona Help Group,-2.970721,56.462018,DD1 2AJ,Dundee City
